Order Number,Toothbrush Type,Order Date,Customer Age,Order Quantity,Delivery Postcode,Billing Postcode,is_first,Dispatch Status,Dispatched Date,Delivery Status,Delivery Date
BRU00000990,Toothbrush 2000,2022-12-05 05:08:04.267718000,75,2,EX14%201YE,DA5 1QY,1,Dispatched,2022-12-05 12:29:26.497109600,Delivered,2022-12-06 13:09:19.351373600
BRU00007237,Toothbrush 4000,2022-12-03 14:00:11.505446800,27,8,IP17%201AW,HG3 1EE,1,Dispatched,2022-12-03 21:56:51.108124000,Delivered,2022-12-05 03:42:44.136260800
BRU00001555,Toothbrush 4000,2022-12-04 20:20:22.900441200,36,6,E3%203BG,HA2 7RL,1,Dispatched,2022-12-05 03:06:57.367263600,Unsuccessful,2022-12-07 05:09:48.039483600
BRU00000439,Toothbrush 2000,2022-12-03 05:03:26.271972800,80,5,CF10%202FJ,DL1 2GL,1,Dispatched,2022-12-03 12:15:49.252011200,Delivered,2022-12-04 14:00:20.230190
BRU00006298,Toothbrush 2000,2022-12-02 03:50:20.438260400,83,6,EH4%204ST,EH4 4ST,1,Dispatched,2022-12-02 11:12:18.980913200,Delivered,2022-12-03 11:10:03.802997600
BRU00002844,Toothbrush 4000,2022-12-04 15:59:20.007509200,32,7,CV33%209RJ,CV33 9RJ,1,Dispatched,2022-12-04 22:30:04.858580800,Delivered,2022-12-06 00:49:41.155261600
BRU00000973,Toothbrush 2000,2022-12-04 15:52:07.483241200,80,8,ip141qn,ip141qn,1,Dispatched,2022-12-04 22:30:21.506532400,Delivered,2022-12-06 01:17:32.071480
BRU00000074,Toothbrush 4000,2022-12-02 05:40:32.452484800,31,6,dy82ls,dy82ls,1,Dispatched,2022-12-02 12:48:08.866010800,Delivered,2022-12-03 14:48:54.977615200
BRU00007962,Toothbrush 4000,2022-12-04 15:02:39.962230800,32,9,dg13lg,dg13lg,1,Dispatched,2022-12-04 22:04:12.623754000,Delivered,2022-12-05 22:45:25.836271200
BRU00003834,Toothbrush 4000,2022-12-04 09:07:24.202330400,34,7,cf642nb,cf642nb,1,Dispatched,2022-12-04 16:23:06.488376800,Delivered,2022-12-05 20:09:35.325735200
BRU00004822,Toothbrush 2000,2022-12-02 23:10:41.730477600,81,9,br12sj,br12sj,1,Dispatched,2022-12-03 07:22:23.130868800,Delivered,2022-12-04 15:57:42.793102800
BRU00004709,Toothbrush 2000,2022-12-02 00:53:08.452718000,54,4,co78be,co78be,1,Dispatched,2022-12-02 08:22:00.831480800,Delivered,2022-12-03 07:50:08.384487200
BRU00007082,Toothbrush 4000,2022-12-03 08:52:24.128783600,14,9,ab316da,ab316da,1,Dispatched,2022-12-03 15:23:08.985057200,Delivered,2022-12-05 00:19:28.006318400
BRU00000595,Toothbrush 4000,2022-12-05 07:39:43.655140000,18,5,dh15la,dh15la,1,Dispatched,2022-12-05 14:25:43.291861600,Delivered,2022-12-07 02:08:58.439734
BRU00007672,Toothbrush 2000,2022-12-02 06:36:45.782239600,87,1,b321rj,b321rj,1,Dispatched,2022-12-02 13:51:30.241356400,Delivered,2022-12-03 17:16:07.335284800
BRU00002576,Toothbrush 4000,2022-12-05 08:04:20.758058400,15,8,hp137xn,hp137xn,1,Dispatched,2022-12-05 14:36:49.016707200,Delivered,2022-12-07 01:41:57.878476800
BRU00006730,Toothbrush 4000,2022-12-04 13:53:13.829226800,30,2,cv11dn,cv11dn,1,Dispatched,2022-12-04 20:29:03.021321200,Delivered,2022-12-05 21:47:32.973522800
BRU00000173,Toothbrush 4000,2022-12-03 23:10:16.163260400,11,4,hr53le,hr53le,1,Dispatched,2022-12-04 06:39:27.102341600,Delivered,2022-12-05 07:52:38.204199200
BRU00008296,Toothbrush 4000,2022-12-05 05:34:22.299708000,21,7,en110jb,en110jb,1,Dispatched,2022-12-05 12:42:33.763381200,Delivered,2022-12-06 10:58:00.452946
BRU00000132,Toothbrush 4000,2022-12-04 01:52:54.197706400,13,9,bs216pd,bs216pd,1,Dispatched,2022-12-04 08:41:02.758474000,Delivered,2022-12-05 05:26:50.908585600
BRU00004334,Toothbrush 2000,2022-12-04 05:02:59.294069600,78,1,hr28nl,hr28nl,1,Dispatched,2022-12-04 12:06:29.878096400,Delivered,2022-12-05 15:38:09.406652
BRU00007621,Toothbrush 2000,2022-12-04 06:03:52.567570000,84,7,co155ns,co155ns,1,Dispatched,2022-12-04 12:39:45.810794799,Delivered,2022-12-05 11:37:57.443760399
BRU00003101,Toothbrush 4000,2022-12-04 02:33:51.218868800,37,4,g733hb,g733hb,1,Dispatched,2022-12-04 09:24:51.413636000,Delivered,2022-12-05 12:06:20.155671200
BRU00000815,Toothbrush 2000,2022-12-03 03:04:07.013904800,85,3,b946dg,b946dg,1,Dispatched,2022-12-03 10:22:24.536296400,Delivered,2022-12-04 11:44:01.979892800
BRU00007818,Toothbrush 2000,2022-12-04 03:16:10.071522400,80,4,bb79ag,bb79ag,1,Dispatched,2022-12-04 09:19:19.077998800,Delivered,2022-12-05 10:27:11.316592
BRU00002137,Toothbrush 2000,2022-12-03 01:36:46.332475200,67,7,ch75bz,ch75bz,1,Dispatched,2022-12-03 08:17:02.847883200,Delivered,2022-12-04 09:52:02.526909599
BRU00002427,Toothbrush 4000,2022-12-02 04:29:50.396777200,32,2,cw60la,cw60la,1,Dispatched,2022-12-02 12:03:14.131836400,Delivered,2022-12-03 18:51:46.259957200
BRU00005231,Toothbrush 4000,2022-12-05 03:18:20.059888400,21,7,bb22qj,bb22qj,1,Dispatched,2022-12-05 10:33:34.301045600,Delivered,2022-12-06 20:03:37.617527600
BRU00001233,Toothbrush 2000,2022-12-04 23:49:10.123224800,59,2,dt119nr,dt119nr,1,Dispatched,2022-12-05 06:38:59.553364400,Delivered,2022-12-06 12:08:57.608190800
BRU00003494,Toothbrush 4000,2022-12-03 13:32:18.287208799,25,2,ch654az,ch654az,1,Dispatched,2022-12-03 20:21:03.820379599,Delivered,2022-12-05 05:23:35.636076799
BRU00001062,Toothbrush 4000,2022-12-05 10:25:18.201649200,21,7,b987ah,b987ah,1,Dispatched,2022-12-05 16:27:19.436941200,Delivered,2022-12-06 20:40:30.632276400
BRU00006257,Toothbrush 4000,2022-12-02 19:29:12.248332000,26,3,FK2 8AG,FK2   8AG,1,Dispatched,2022-12-03 02:49:11.895350800,Unsuccessful,2022-12-04 10:35:45.954390400
BRU00005735,Toothbrush 2000,2022-12-02 09:28:40.768798800,74,2,DT3 6DL,DT3   6DL,1,Dispatched,2022-12-02 16:23:08.921360400,Delivered,2022-12-03 22:05:09.336674400
BRU00008532,Toothbrush 4000,2022-12-04 23:16:29.822410400,35,8,BB9 7BP,BB9   7BP,1,Dispatched,2022-12-05 06:21:04.755990800,Delivered,2022-12-06 13:40:47.948928800
BRU00004897,Toothbrush 2000,2022-12-04 09:09:26.935302000,65,3,DN41 7QA,DN41   7QA,1,Dispatched,2022-12-04 15:42:18.678586800,Delivered,2022-12-05 15:29:46.994151600
BRU00006039,Toothbrush 4000,2022-12-05 05:39:32.370032400,6,4,BH19 3AX,BH19   3AX,1,Dispatched,2022-12-05 12:11:56.595061200,Delivered,2022-12-06 17:39:39.166605600
BRU00001620,Toothbrush 2000,2022-12-04 05:17:54.832305600,79,8,DY13 8JQ,DY13   8JQ,1,Dispatched,2022-12-04 12:30:37.050229200,Delivered,2022-12-05 13:07:41.859319200
BRU00006053,Toothbrush 2000,2022-12-03 07:28:30.728682000,70,4,DG6 4QA,DG6   4QA,1,Dispatched,2022-12-03 14:57:24.452030400,Delivered,2022-12-05 00:00:05.353011600
BRU00003543,Toothbrush 4000,2022-12-02 03:40:35.150238800,28,8,B66 3SQ,B66   3SQ,1,Dispatched,2022-12-02 11:05:38.068320800,Delivered,2022-12-03 18:08:57.785416400
